genome_id,genome_name,freq,Domain,Genome.Name...Sample.Name,Phylum,Class,Order,Family,Genus,Species,Strain,Genome.Size
648276750,Streptomyces violaceusniger Tu 4113,1,Bacteria,Streptomyces violaceusniger Tu 4113,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces violaceusniger,Tu 4113,10988130
648861015,Rothia dentocariosa M567,1,Bacteria,Rothia dentocariosa M567,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,Rothia dentocariosa,M567,2532787
648861016,Streptomyces pristinaespiralis ATCC 25486,1,Bacteria,Streptomyces pristinaespiralis ATCC 25486,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces pristinaespiralis,ATCC 25486,8133379
648861017,Streptomyces sviceus ATCC 29083,2,Bacteria,Streptomyces sviceus ATCC 29083,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces sviceus,ATCC 29083,9313494
649633006,"Arthrobacter arilaitensis re117, CIP 108037",1,Bacteria,"Arthrobacter arilaitensis re117, CIP 108037",Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter arilaitensis,Re117,3918192
649633045,Frankia sp. EuI1c,1,Bacteria,Frankia sp. EuI1c,Actinobacteria,Actinobacteria,Actinomycetales,Frankiaceae,Frankia,Frankia sp. EuI1c,EuI1c,8815781
649633057,"Intrasporangium calvum 7KIP, DSM 43043",1,Bacteria,"Intrasporangium calvum 7KIP, DSM 43043",Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Intrasporangium,Intrasporangium calvum,"7KIP, DSM 43043",4024382
649633070,Mycobacterium gilvum Spyr1,1,Bacteria,Mycobacterium gilvum Spyr1,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium gilvum,Spyr1,5783292
649633084,Propionibacterium freudenreichii shermanii CIRM-BIA1,1,Bacteria,Propionibacterium freudenreichii shermanii CIRM-BIA1,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,Propionibacterium freudenreichii,CIRM-BIA1,2616384
649633089,Rhodococcus equi 103S,7,Bacteria,Rhodococcus equi 103S,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,Rhodococcus equi,103S,5043170
649633093,Rothia dentocariosa ATCC 17931,1,Bacteria,Rothia dentocariosa ATCC 17931,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,Rothia dentocariosa,ATCC 17931,2506025
649989904,Actinomyces sp. oral taxon 180 F0310,1,Bacteria,Actinomyces sp. oral taxon 180 F0310,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp. oral taxon 180,F0310,2348120
649989929,Dietzia cinnamea P4,3,Bacteria,Dietzia cinnamea P4,Actinobacteria,Actinobacteria,Actinomycetales,Dietziaceae,Dietzia,Dietzia cinnamea,P4,3555295
650377905,Arthrobacter phenanthrenivorans Sphe3,1,Bacteria,Arthrobacter phenanthrenivorans Sphe3,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter phenanthrenivorans,Sphe3,4535320
650377927,Corynebacterium pseudotuberculosis I19,2,Bacteria,Corynebacterium pseudotuberculosis I19,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium pseudotuberculosis,I19,2337730
650716009,Amycolicicoccus subflavus DQS3-9A1,3,Bacteria,Amycolicicoccus subflavus DQS3-9A1,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Amycolicicoccus,Amycolicicoccus subflavus,DQS3-9A1,4863490
650716029,Corynebacterium resistens DSM 45100,3,Bacteria,Corynebacterium resistens DSM 45100,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium resistens,DSM 45100,2601311
650716030,Corynebacterium ulcerans BR-AD22,2,Bacteria,Corynebacterium ulcerans BR-AD22,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium ulcerans,BR-AD22,2606374
650716058,Microlunatus phosphovorus NM-1,1,Bacteria,Microlunatus phosphovorus NM-1,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Microlunatus,Microlunatus phosphovorus,NM-1,5683123
650716059,Mycobacterium africanum GM041182,4,Bacteria,Mycobacterium africanum GM041182,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium africanum,GM041182,4389314
650716060,Mycobacterium canettii CIPT 140010059,3,Bacteria,Mycobacterium canettii CIPT 140010059,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium canettii,CIPT 140010059,4482059
650716061,Mycobacterium sp. JDM601,1,Bacteria,Mycobacterium sp. JDM601,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. JDM601,JDM601,4643668
651053019,Corynebacterium ulcerans 809,2,Bacteria,Corynebacterium ulcerans 809,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium ulcerans,809,2502095
651053044,Mycobacterium tuberculosis CCDC5180,2,Bacteria,Mycobacterium tuberculosis CCDC5180,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,CCDC5180,4405981
651053061,Pseudonocardia dioxanivorans CB1190,2,Bacteria,Pseudonocardia dioxanivorans CB1190,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia dioxanivorans,CB1190,7440794
651324023,"Corynebacterium bovis Evans, DSM 20582",3,Bacteria,"Corynebacterium bovis Evans, DSM 20582",Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium bovis,"Evans, DSM 20582",2522962
651324037,Gordonia neofelifaecis NRRL B-59395,2,Bacteria,Gordonia neofelifaecis NRRL B-59395,Actinobacteria,Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia,Gordonia neofelifaecis,NRRL B-59395,4257286
651324105,Streptomyces clavuligerus ATCC 27064,3,Bacteria,Streptomyces clavuligerus ATCC 27064,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces clavuligerus,ATCC 27064,9134976
651324106,Streptomyces griseoaurantiacus M045,2,Bacteria,Streptomyces griseoaurantiacus M045,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces griseoaurantiacus,M045,7712377
2502894011,Streptomyces clavuligerus ATCC 27064 (pseudochromosome_reference_new),3,Bacteria,Streptomyces clavuligerus ATCC 27064 (pseudochromosome_reference_new),Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces clavuligerus,ATCC 27064,8404469
2504756065,Streptomyces sp. HrubLS-53,1,Bacteria,Streptomyces sp. HrubLS-53,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp.,HrubLS-53,6777938
2505679051,Gordonia westfalica J30,2,Bacteria,Gordonia westfalica J30,Actinobacteria,Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia,Gordonia westfalica,J30,5276268
2505679065,Rhodococcus rhodochrous J38,4,Bacteria,Rhodococcus rhodochrous J38,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,Rhodococcus rhodochrous,J38,6020427
2505679066,Rhodococcus rhodochrous J45,3,Bacteria,Rhodococcus rhodochrous J45,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,Rhodococcus rhodochrous,J45,6361164
2505679067,Rhodococcus sp. J21,4,Bacteria,Rhodococcus sp. J21,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,Rhodococcus sp. J21,J21,6318032
2506783014,Mycobacterium chubuense NBB4,1,Bacteria,Mycobacterium chubuense NBB4,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium chubuense,NBB4,6342624
2506783048,Mycobacterium rhodesiae JS60,1,Bacteria,Mycobacterium rhodesiae JS60,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium rhodesiae,JS60,7294533
2506783060,Mycobacterium sp. JS623,1,Bacteria,Mycobacterium sp. JS623,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp.,JS623,7221766
2508501012,"Saccharomonospora marina XMU15, DSM 45390",1,Bacteria,"Saccharomonospora marina XMU15, DSM 45390",Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharomonospora,Saccharomonospora marina,XMU15,5965593
2508501044,"Saccharomonospora azurea NA-128, DSM 44631",1,Bacteria,"Saccharomonospora azurea NA-128, DSM 44631",Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharomonospora,Saccharomonospora azurea,"NA-128, DSM 44631",4763852
2508501052,Mycobacterium tusciae JS617,1,Bacteria,Mycobacterium tusciae JS617,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tusciae,JS617,7306413
2508501106,Mycobacterium rhodesiae NBB3,1,Bacteria,Mycobacterium rhodesiae NBB3,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium rhodesiae,NBB3,6415739
2508501119,"Saccharomonospora glauca K62, DSM 43769",1,Bacteria,"Saccharomonospora glauca K62, DSM 43769",Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharomonospora,Saccharomonospora glauca,"K62, DSM 43769",4564108
2509601042,"Jiangella gansuensis YIM 002, DSM 44835",1,Bacteria,"Jiangella gansuensis YIM 002, DSM 44835",Actinobacteria,Actinobacteria,Actinomycetales,Jiangellaceae,Jiangella,Jiangella gansuensis,"YIM 002, DSM 44835",5585780
2510917009,Mycobacterium abscessus bolletii Timone LB (020212-version),1,Bacteria,Mycobacterium abscessus bolletii Timone LB (020212-version),Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium abscessus,Timone LB,4981127
2511231059,Corynebacterium diphtheriae HC03,3,Bacteria,Corynebacterium diphtheriae HC03,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium diphtheriae,HC03,2478364
2511231067,Corynebacterium pseudotuberculosis sv. Ovis 3/99-5,2,Bacteria,Corynebacterium pseudotuberculosis sv. Ovis 3/99-5,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium pseudotuberculosis,3/99-5,2337938
2511231075,Corynebacterium diphtheriae 31A,3,Bacteria,Corynebacterium diphtheriae 31A,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium diphtheriae,31A,2535346
2511231083,Corynebacterium diphtheriae HC01,3,Bacteria,Corynebacterium diphtheriae HC01,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium diphtheriae,HC01,2427149
2511231084,Corynebacterium diphtheriae HC04,3,Bacteria,Corynebacterium diphtheriae HC04,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium diphtheriae,HC04,2484332
2511231086,"Kitasatospora setae KM-6054, NBRC 14216",4,Bacteria,"Kitasatospora setae KM-6054, NBRC 14216",Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora,Kitasatospora setae,"KM-6054, NBRC 14216, DSM 43861",8783278
2511231088,Corynebacterium diphtheriae INCA 402,3,Bacteria,Corynebacterium diphtheriae INCA 402,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium diphtheriae,INCA 402,2449071
2511231089,Corynebacterium diphtheriae C7 (beta),3,Bacteria,Corynebacterium diphtheriae C7 (beta),Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium diphtheriae,C7 (beta),2499189
2511231091,Corynebacterium diphtheriae HC02,3,Bacteria,Corynebacterium diphtheriae HC02,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium diphtheriae,HC02,2468612
2511231099,Corynebacterium diphtheriae BH8,3,Bacteria,Corynebacterium diphtheriae BH8,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium diphtheriae,BH8,2485519
2511231107,Corynebacterium diphtheriae VA01,3,Bacteria,Corynebacterium diphtheriae VA01,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium diphtheriae,VA01,2395441
2511231111,Corynebacterium diphtheriae PW8,3,Bacteria,Corynebacterium diphtheriae PW8,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium diphtheriae,PW8,2530683
2511231113,Streptomyces cattleya NRRL 8057,1,Bacteria,Streptomyces cattleya NRRL 8057,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces cattleya,NRRL 8057,8092553
2511231114,Corynebacterium variabile DSM 44702,2,Bacteria,Corynebacterium variabile DSM 44702,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium variabile,DSM 44702,3433007
2511231115,Corynebacterium diphtheriae CDCE 8392,3,Bacteria,Corynebacterium diphtheriae CDCE 8392,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium diphtheriae,CDCE 8392,2433326
2511231126,Corynebacterium diphtheriae 241,3,Bacteria,Corynebacterium diphtheriae 241,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium diphtheriae,241,2426551
2511231142,Corynebacterium pseudotuberculosis 1/06-A,2,Bacteria,Corynebacterium pseudotuberculosis 1/06-A,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium pseudotuberculosis,1/06-A,2279118
2511231153,Corynebacterium pseudotuberculosis sv. II CIP52.97,2,Bacteria,Corynebacterium pseudotuberculosis sv. II CIP52.97,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium pseudotuberculosis,CIP52.97,2320595
2511231154,Corynebacterium pseudotuberculosis PAT10,2,Bacteria,Corynebacterium pseudotuberculosis PAT10,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium pseudotuberculosis,PAT10,2335323
2511231172,Nocardia cyriacigeorgica GUH-2,2,Bacteria,Nocardia cyriacigeorgica GUH-2,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,Nocardia cyriacigeorgica,GUH-2,6194645
2511231181,"Amycolatopsis mediterranei S699, ATCC 13685",1,Bacteria,"Amycolatopsis mediterranei S699, ATCC 13685",Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis mediterranei,"S699, ATCC 13685",10236779
2511231200,Streptomyces cattleya DSM 46488,1,Bacteria,Streptomyces cattleya DSM 46488,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces cattleya,DSM 46488,8095515
2511231212,Corynebacterium pseudotuberculosis 42/02-A,2,Bacteria,Corynebacterium pseudotuberculosis 42/02-A,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium pseudotuberculosis,42/02-A,2337606
2512047007,Streptomyces sp. SM8 (StrepSM8),1,Bacteria,Streptomyces sp. SM8 (StrepSM8),Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. SM8,SM8,7154900
2512047048,Corynebacterium mucifaciens CIP 105129,2,Bacteria,Corynebacterium mucifaciens CIP 105129,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium mucifaciens,CIP 105129,2179723
2512047050,Corynebacterium appendicis CIP 107643,2,Bacteria,Corynebacterium appendicis CIP 107643,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium appendicis,CIP 107643,2226556
2512047058,Gordonia alkanivorans NBRC 16433,2,Bacteria,Gordonia alkanivorans NBRC 16433,Actinobacteria,Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia,Gordonia alkanivorans,NBRC 16433,5071550
2512564010,"Amycolatopsis thermoflava N1165, DSM 44574",1,Bacteria,"Amycolatopsis thermoflava N1165, DSM 44574",Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis thermoflava,"N1165, DSM 44574",8693468
2512564033,Blastococcus saxobsidens DD2,1,Bacteria,Blastococcus saxobsidens DD2,Actinobacteria,Actinobacteria,Actinomycetales,Geodermatophilaceae,Blastococcus,Blastococcus saxobsidens,DD2,4875340
2512564036,Corynebacterium pseudotuberculosis 316,2,Bacteria,Corynebacterium pseudotuberculosis 316,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium pseudotuberculosis,316,2310415
2512564041,Mycobacterium intracellulare MOTT-64,1,Bacteria,Mycobacterium intracellulare MOTT-64,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium intracellulare,MOTT-64,5501090
2512564042,"Gordonia polyisoprenivorans VH2, DSM 44266",2,Bacteria,"Gordonia polyisoprenivorans VH2, DSM 44266",Actinobacteria,Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia,Gordonia polyisoprenivorans,"VH2, DSM 44266",5844299
2512564050,Mycobacterium intracellulare MOTT-02,1,Bacteria,Mycobacterium intracellulare MOTT-02,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium intracellulare,MOTT-02,5409696
2512564058,Corynebacterium pseudotuberculosis sv. Ovis P54B96,2,Bacteria,Corynebacterium pseudotuberculosis sv. Ovis P54B96,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium pseudotuberculosis,P54B96,2337657
2513237078,"Amycolatopsis sp. 75iv2, ATCC 39116",1,Bacteria,"Amycolatopsis sp. 75iv2, ATCC 39116",Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis sp. ATCC 39116,75iv2,8394307
2513237100,Streptomyces sp. OspMP-M45,1,Bacteria,Streptomyces sp. OspMP-M45,Actinobacteria,Actinobacteria (class),Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. OspMP-M45,OspMP-M45,7407922
2513237109,Streptomyces sp. Ncost-T6T-1,1,Bacteria,Streptomyces sp. Ncost-T6T-1,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. Ncost-T6T-1,Ncost-T6T-1,8099030
2513237121,Corynebacterium sputi DSM 45148,1,Bacteria,Corynebacterium sputi DSM 45148,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium sputi,DSM 45148,2919400
2513237214,Corynebacterium pseudotuberculosis 267,2,Bacteria,Corynebacterium pseudotuberculosis 267,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium pseudotuberculosis,267,2337628
2513237262,Corynebacterium casei UCMA 3821,2,Bacteria,Corynebacterium casei UCMA 3821,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium casei,UCMA 3821,3112736
2513237283,Rothia aeria F0474,1,Bacteria,Rothia aeria F0474,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,Rothia aeria,F0474,2584293
2513237290,Rhodococcus imtechensis RKJ300,4,Bacteria,Rhodococcus imtechensis RKJ300,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,Rhodococcus imtechensis,RKJ300,8231340
2513237320,Gordonia terrae NBRC 100016,1,Bacteria,Gordonia terrae NBRC 100016,Actinobacteria,Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia,Gordonia terrae,NBRC 100016,5669149
2513237321,Gordonia sputi NBRC 100414,1,Bacteria,Gordonia sputi NBRC 100414,Actinobacteria,Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia,Gordonia sputi,NBRC 100414,4952979
2513237372,Nocardia brasiliensis ATCC 700358,4,Bacteria,Nocardia brasiliensis ATCC 700358,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,Nocardia brasiliensis,ATCC 700358,9489024
2513237386,Actinomyces sp. F0330,1,Bacteria,Actinomyces sp. F0330,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp. oral taxon 849,F0330,3385844
2513237387,Rhodococcus pyridinivorans AK37,4,Bacteria,Rhodococcus pyridinivorans AK37,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,Rhodococcus pyridinivorans,AK37,5244611
2514752031,Streptomyces sp. W007,1,Bacteria,Streptomyces sp. W007,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. W007,W007,9057348
2514885044,Gordonia amarae NBRC 15530,2,Bacteria,Gordonia amarae NBRC 15530,Actinobacteria,Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia,Gordonia amarae,NBRC 15530,5306375
