"taxon_oid"	"Domain"	"Status"	"Study.Name"	"Genome.Name...Sample.Name"	"Sequencing.Center"	"IMG.Genome.ID"	"Species"	"NCBI.Taxon.ID"	"NCBI.Project.ID"	"JGI.Project.ID...ITS.PID"	"Strain"	"Ecosystem"	"Ecosystem.Category"	"Ecotype"	"Genome.Size"	"Gene.Count"	"X"	"Phylum"	"Class"	"Order"	"Family"	"Genus"
645058853	"Bacteria"	"Permanent Draft"	"Streptomyces sp. C"	"Streptomyces sp. C"	"Broad Institute"	645058853	"Streptomyces sp. C"	253839	33601	0	"C"	""	""	NA	7916041	7768	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"
645058855	"Bacteria"	"Permanent Draft"	"Streptomyces viridochromogenes DSM 40736"	"Streptomyces viridochromogenes DSM 40736"	"Broad Institute"	645058855	"Streptomyces viridochromogenes"	591159	33607	0	"DSM 40736"	""	""	NA	8548109	7831	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"
645058856	"Bacteria"	"Permanent Draft"	"Streptomyces lividans TK24"	"Streptomyces lividans TK24"	"Broad Institute"	645058856	"Streptomyces lividans"	457428	33603	0	"TK24"	""	""	NA	8190887	7636	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"
645058857	"Bacteria"	"Permanent Draft"	"Streptomyces hygroscopicus ATCC 53653"	"Streptomyces hygroscopicus ATCC 53653"	"Broad Institute"	645058857	"Streptomyces himastatinicus"	457427	33605	0	"ATCC 53653"	"Environmental"	"Terrestrial"	NA	10466286	9574	NA	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"
645058861	"Bacteria"	"Finished"	"Mycobacterium tuberculosis sequencing- Broad Institute"	"Mycobacterium tuberculosis KZN 605 (XDR)"	"Broad Institute"	645058861	"Mycobacterium tuberculosis"	478435	21057	0	"KZN 605 (XDR)"	"Host-associated"	"Human"	NA	4237019	4019	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
645951800	"Bacteria"	"Permanent Draft"	"Streptomyces sp. AA4"	"Streptomyces sp. AA4"	"Broad Institute"	645951800	"Streptomyces sp. AA4"	591158	33599	0	"AA4"	""	""	NA	9152172	8642	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"
645951826	"Bacteria"	"Permanent Draft"	"Mycobacterium tuberculosis sequencing- Broad Institute"	"Mycobacterium tuberculosis CPHL_A"	"Broad Institute"	645951826	"Mycobacterium tuberculosis"	611303	34553	0	"CPHL_A"	"Host-associated"	""	NA	4376881	4187	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
645951842	"Bacteria"	"Permanent Draft"	"Human Microbiome Project (HMP) Reference Genomes"	"Corynebacterium efficiens YS-314, DSM 44549"	"Baylor College of Medicine"	645951842	"Corynebacterium efficiens"	196164	34585	0	"YS-314T"	"Environmental"	"Terrestrial"	NA	3113100	3089	NA	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"
645951849	"Bacteria"	"Permanent Draft"	"Streptomyces sp. SPB78"	"Streptomyces sp. SPB78"	"Broad Institute"	645951849	"Streptomyces sp. SPB78"	591157	33597	0	"SPB78"	""	""	NA	6897976	6544	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"
645951854	"Bacteria"	"Permanent Draft"	"Mycobacterium tuberculosis K85"	"Mycobacterium tuberculosis K85"	"Broad Institute"	645951854	"Mycobacterium tuberculosis"	1455611	34555	0	"K85"	"Host-associated"	""	NA	4399672	4249	NA	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Mycobacteriaceae"	"Mycobacterium"
645951864	"Bacteria"	"Permanent Draft"	"Mycobacterium tuberculosis sequencing- Broad Institute"	"Mycobacterium tuberculosis T46"	"Broad Institute"	645951864	"Mycobacterium tuberculosis"	611302	34551	0	"T46"	"Host-associated"	""	NA	4347699	4183	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
645951870	"Bacteria"	"Permanent Draft"	"Human Microbiome Project (HMP) Reference Genomes"	"Corynebacterium aurimucosum CN-1, ATCC 700975"	"Baylor College of Medicine"	645951870	"Corynebacterium aurimucosum"	548476	31451	0	"CN-1"	"Host-associated"	"Human"	NA	2730325	2672	NA	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"
646311932	"Bacteria"	"Finished"	"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)"	"Gordonia bronchialis 3410, DSM 43247"	"DOE Joint Genome Institute (JGI)"	646311932	"Gordonia bronchialis"	526226	29549	98056	"3410, DSM 43247"	"Host-associated"	"Human"	NA	5290012	5002	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Nocardiaceae"	"Gordonia"
646311938	"Bacteria"	"Finished"	"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)"	"Kribbella flavida IFO 14399, DSM 17836"	"DOE Joint Genome Institute (JGI)"	646311938	"Kribbella flavida"	479435	21089	98068	"IFO 14399, DSM 17836"	"Environmental"	"Terrestrial"	NA	7579488	7149	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Nocardioidaceae"	"Kribbella"
646311951	"Bacteria"	"Finished"	"Rothia mucilaginosa DY-18"	"Rothia mucilaginosa DY-18"	"Osaka University"	646311951	"Rothia mucilaginosa"	680646	38547	0	"DY-18"	"Host-associated"	""	NA	2264603	1965	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micrococcaceae"	"Rothia"
646564564	"Bacteria"	"Finished"	"Rhodococcus opacus B4"	"Rhodococcus opacus B4"	"National Institute of Technology and Evaluation"	646564564	"Rhodococcus opacus"	632772	34839	0	"B4"	""	""	NA	8834939	8259	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Nocardiaceae"	"Rhodococcus"
646564576	"Bacteria"	"Finished"	"Streptomyces scabiei 87.22"	"Streptomyces scabiei 87.22"	"Wellcome Trust Sanger Institute"	646564576	"Streptomyces scabiei"	680198	40749	0	"87.22"	""	""	NA	10148695	8841	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"
646564587	"Bacteria"	"Finished"	"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)"	"Tsukamurella paurometabola 33, DSM 20162"	"DOE Joint Genome Institute (JGI)"	646564587	"Tsukamurella paurometabola"	521096	29399	97963	"33, DSM 20162"	"Host-associated"	"Insecta"	NA	4479724	4391	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Tsukamurellaceae"	"Tsukamurella"
646862346	"Bacteria"	"Finished"	"Streptomyces bingchenggensis BCW-1"	"Streptomyces bingchenggensis BCW-1"	"Beijing Genomics Institute (BGI)"	646862346	"Streptomyces bingchenggensis"	749414	46847	0	"BCW-1"	"Environmental"	"Terrestrial"	NA	11936683	10106	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"
647000206	"Bacteria"	"Permanent Draft"	"Human Microbiome Project (HMP) Reference Genomes"	"Actinomyces odontolyticus F0309"	"Washington University in St. Louis"	647000206	"Actinomyces odontolyticus"	649742	38309	0	"F0309"	"Host-associated"	"Human"	NA	2422895	2427	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"
647000230	"Bacteria"	"Permanent Draft"	"Human Microbiome Project (HMP) Reference Genomes"	"Corynebacterium ammoniagenes DSM 20306"	"Washington University in St. Louis"	647000230	"Corynebacterium ammoniagenes"	649754	38319	0	"DSM 20306"	"Host-associated"	"Human"	NA	2763612	2704	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Corynebacteriaceae"	"Corynebacterium"
647000231	"Bacteria"	"Permanent Draft"	"Human Microbiome Project (HMP) Reference Genomes"	"Corynebacterium jeikeium ATCC 43734"	"Baylor College of Medicine"	647000231	"Corynebacterium jeikeium"	525262	31445	0	"ATCC 43734"	"Host-associated"	"Human"	NA	2426461	2279	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Corynebacteriaceae"	"Corynebacterium"
647000278	"Bacteria"	"Permanent Draft"	"Human Microbiome Project (HMP) Reference Genomes"	"Mycobacterium parascrofulaceum ATCC BAA-614"	"Baylor College of Medicine"	647000278	"Mycobacterium parascrofulaceum"	525368	31521	0	"ATCC BAA-614"	"Host-associated"	"Human"	NA	6295508	6510	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
647000279	"Bacteria"	"Permanent Draft"	"Mycobacterium tuberculosis 210"	"Mycobacterium tuberculosis 210"	"J. Craig Venter Institute (JCVI)"	647000279	"Mycobacterium tuberculosis"	164513	273	0	"210"	"Host-associated"	"Human"	NA	4395332	4182	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
647000280	"Bacteria"	"Permanent Draft"	"Mycobacterium tuberculosis KZN 4207"	"Mycobacterium tuberculosis KZN 4207"	"Texas A and M University"	647000280	"Mycobacterium tuberculosis"	478433	39761	0	"KZN 4207"	"Host-associated"	"Human"	NA	4383975	4192	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
647000281	"Bacteria"	"Permanent Draft"	"Mycobacterium tuberculosis KZN V2475"	"Mycobacterium tuberculosis KZN V2475"	"Texas A and M University"	647000281	"Mycobacterium tuberculosis"	663887	39765	0	"KZN V2475"	"Host-associated"	"Unclassified"	NA	4356301	4211	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
647000305	"Bacteria"	"Permanent Draft"	"Human Microbiome Project (HMP) Reference Genomes"	"Rhodococcus equi ATCC 33707"	"Baylor College of Medicine"	647000305	"Rhodococcus equi"	525370	31525	0	"ATCC 33707"	"Host-associated"	"Human"	NA	5229298	5116	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Nocardiaceae"	"Rhodococcus"
647000328	"Bacteria"	"Permanent Draft"	"Leaf Cutter and Ant Microbe Symbiosis"	"Streptomyces griseus XyelbKG-1 1"	"DOE Joint Genome Institute (JGI)"	647000328	"Streptomyces griseus"	649189	38279	400058	"XyelbKG-1 1"	"Host-associated"	"Insecta"	NA	8566464	7450	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"
647533233	"Bacteria"	"Permanent Draft"	"Streptomyces clavuligerus ATCC 27064"	"Streptomyces clavuligerus ATCC 27064"	"J. Craig Venter Institute (JCVI)"	647533233	"Streptomyces clavuligerus"	443255	42475	0	"ATCC 27064"	"Environmental"	"Terrestrial"	NA	8556892	7381	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"
647533235	"Bacteria"	"Permanent Draft"	"Streptomyces sp. e14"	"Streptomyces sp. e14"	"Broad Institute"	647533235	"Streptomyces sp. e14"	645465	38051	0	"e14"	""	""	NA	7928946	6270	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"
648028006	"Bacteria"	"Finished"	"Amycolatopsis mediterranei U32"	"Amycolatopsis mediterranei U32"	"Chinese National Human Genome Center at Shanghai"	648028006	"Amycolatopsis mediterranei"	749927	46889	0	"U32"	""	""	NA	10236715	9292	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Pseudonocardiaceae"	"Amycolatopsis"
648028019	"Bacteria"	"Finished"	"Corynebacterium pseudotuberculosis FRC41"	"Corynebacterium pseudotuberculosis FRC41"	"Bielefeld University"	648028019	"Corynebacterium pseudotuberculosis"	765874	48979	0	"FRC41"	"Host-associated"	"Human"	NA	2337913	2171	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Corynebacteriaceae"	"Corynebacterium"
648231702	"Bacteria"	"Finished"	"Corynebacterium pseudotuberculosis 1002"	"Corynebacterium pseudotuberculosis sv. Ovis 1002"	"Federal University of Minas Gerais"	648231702	"Corynebacterium pseudotuberculosis"	679896	40687	0	"1002"	"Host-associated"	"Mammals"	NA	2335112	2117	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Corynebacteriaceae"	"Corynebacterium"
648231703	"Bacteria"	"Finished"	"Corynebacterium pseudotuberculosis C231"	"Corynebacterium pseudotuberculosis C231"	"Federal University of Minas Gerais"	648231703	"Corynebacterium pseudotuberculosis"	681645	40875	0	"C231"	"Host-associated"	"Mammals"	NA	2328208	2113	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Corynebacteriaceae"	"Corynebacterium"
648276632	"Bacteria"	"Permanent Draft"	"Human Microbiome Project (HMP) Reference Genomes"	"Corynebacterium accolens ATCC 49726"	"Baylor College of Medicine"	648276632	"Corynebacterium accolens"	862512	50523	0	"ATCC 49726"	"Host-associated"	"Human"	NA	2368466	2416	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Corynebacteriaceae"	"Corynebacterium"
648276633	"Bacteria"	"Permanent Draft"	"Human Microbiome Project (HMP) Reference Genomes"	"Corynebacterium genitalium ATCC 33030"	"Baylor College of Medicine"	648276633	"Corynebacterium genitalium"	585529	34587	0	"ATCC 33030"	"Host-associated"	"Unclassified"	NA	2349653	2289	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Corynebacteriaceae"	"Corynebacterium"
648276634	"Bacteria"	"Permanent Draft"	"Human Microbiome Project (HMP) Reference Genomes"	"Corynebacterium matruchotii ATCC 14266"	"J. Craig Venter Institute (JCVI)"	648276634	"Corynebacterium matruchotii"	553207	31011	0	"ATCC 14266"	"Host-associated"	"Human"	NA	2855988	2679	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Corynebacteriaceae"	"Corynebacterium"
648276692	"Bacteria"	"Permanent Draft"	"Mycobacterium tuberculosis KZN R506"	"Mycobacterium tuberculosis KZN R506"	"Texas A and M University"	648276692	"Mycobacterium tuberculosis"	663886	39767	0	"KZN R506"	"Host-associated"	"Unclassified"	NA	4367618	4219	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
648276693	"Bacteria"	"Permanent Draft"	"Mycobacterium tuberculosis SUMu strains- Broad Institute"	"Mycobacterium tuberculosis SUMu001"	"Broad Institute"	648276693	"Mycobacterium tuberculosis"	675512	43603	0	"SUMu001"	"Host-associated"	""	NA	4356118	3942	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
648276694	"Bacteria"	"Permanent Draft"	"Mycobacterium tuberculosis SUMu strains- Broad Institute"	"Mycobacterium tuberculosis SUMu002"	"Broad Institute"	648276694	"Mycobacterium tuberculosis"	675513	43605	0	"SUMu002"	"Host-associated"	""	NA	4321025	4250	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
648276695	"Bacteria"	"Permanent Draft"	"Mycobacterium tuberculosis SUMu strains- Broad Institute"	"Mycobacterium tuberculosis SUMu003"	"Broad Institute"	648276695	"Mycobacterium tuberculosis"	675514	43607	0	"SUMu003"	"Host-associated"	""	NA	4345124	4290	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
648276696	"Bacteria"	"Permanent Draft"	"Mycobacterium tuberculosis SUMu strains- Broad Institute"	"Mycobacterium tuberculosis SUMu004"	"Broad Institute"	648276696	"Mycobacterium tuberculosis"	675515	43609	0	"SUMu004"	"Host-associated"	""	NA	4338184	4283	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
648276697	"Bacteria"	"Permanent Draft"	"Mycobacterium tuberculosis SUMu strains- Broad Institute"	"Mycobacterium tuberculosis SUMu005"	"Broad Institute"	648276697	"Mycobacterium tuberculosis"	675516	43611	0	"SUMu005"	"Host-associated"	""	NA	4331659	4258	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
648276698	"Bacteria"	"Permanent Draft"	"Mycobacterium tuberculosis SUMu strains- Broad Institute"	"Mycobacterium tuberculosis SUMu006"	"Broad Institute"	648276698	"Mycobacterium tuberculosis"	675517	43613	0	"SUMu006"	"Host-associated"	""	NA	4328768	4241	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
648276699	"Bacteria"	"Permanent Draft"	"Mycobacterium tuberculosis SUMu strains- Broad Institute"	"Mycobacterium tuberculosis SUMu007"	"Broad Institute"	648276699	"Mycobacterium tuberculosis"	675518	43615	0	"SUMu007"	"Host-associated"	""	NA	4321517	4232	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
648276700	"Bacteria"	"Permanent Draft"	"Mycobacterium tuberculosis SUMu strains- Broad Institute"	"Mycobacterium tuberculosis SUMu008"	"Broad Institute"	648276700	"Mycobacterium tuberculosis"	675519	43617	0	"SUMu008"	"Host-associated"	""	NA	4327514	4261	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
648276701	"Bacteria"	"Permanent Draft"	"Mycobacterium tuberculosis SUMu strains- Broad Institute"	"Mycobacterium tuberculosis SUMu009"	"Broad Institute"	648276701	"Mycobacterium tuberculosis"	675520	43619	0	"SUMu009"	"Host-associated"	""	NA	4320544	4248	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
648276702	"Bacteria"	"Permanent Draft"	"Mycobacterium tuberculosis SUMu strains- Broad Institute"	"Mycobacterium tuberculosis SUMu010"	"Broad Institute"	648276702	"Mycobacterium tuberculosis"	675521	43621	0	"SUMu010"	"Host-associated"	""	NA	4352987	4280	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
648276703	"Bacteria"	"Permanent Draft"	"Mycobacterium tuberculosis SUMu strains- Broad Institute"	"Mycobacterium tuberculosis SUMu011"	"Broad Institute"	648276703	"Mycobacterium tuberculosis"	675522	43623	0	"SUMu011"	"Host-associated"	""	NA	4340737	4267	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
648276704	"Bacteria"	"Permanent Draft"	"Mycobacterium tuberculosis SUMu strains- Broad Institute"	"Mycobacterium tuberculosis SUMu012"	"Broad Institute"	648276704	"Mycobacterium tuberculosis"	675523	43625	0	"SUMu012"	"Host-associated"	""	NA	4325814	4322	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
648276750	"Bacteria"	"Finished"	"Streptomyces violaceusniger Tu 4133"	"Streptomyces violaceusniger Tu 4113"	"DOE Joint Genome Institute (JGI)"	648276750	"Streptomyces violaceusniger"	653045	43031	401855	"Tu 4113"	""	""	NA	10988130	9557	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"
648861015	"Bacteria"	"Permanent Draft"	"Human Microbiome Project (HMP) Reference Genomes"	"Rothia dentocariosa M567"	"Broad Institute"	648861015	"Rothia dentocariosa"	563032	42539	0	"M567"	"Host-associated"	"Human"	NA	2532787	2185	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micrococcaceae"	"Rothia"
648861016	"Bacteria"	"Permanent Draft"	"Streptomyces pristinaespiralis ATCC 25486"	"Streptomyces pristinaespiralis ATCC 25486"	"Broad Institute"	648861016	"Streptomyces pristinaespiralis"	457429	28553	0	"ATCC 25486"	""	""	NA	8133379	6937	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"
648861017	"Bacteria"	"Permanent Draft"	"Streptomyces sviceus ATCC 29083"	"Streptomyces sviceus ATCC 29083"	"Broad Institute"	648861017	"Streptomyces sviceus"	463191	28555	0	"ATCC 29083"	"Environmental"	"Terrestrial"	NA	9313494	8275	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"
649633006	"Bacteria"	"Finished"	"Arthrobacter arilaitensis re117, CIP 108037"	"Arthrobacter arilaitensis re117, CIP 108037"	"CEA Genoscope"	649633006	"Arthrobacter arilaitensis"	861360	50353	0	"Re117"	"Engineered"	"Food production"	NA	3918192	3518	NA	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Arthrobacter"
649633045	"Bacteria"	"Finished"	"CSP_787505, Five Frankia Strains"	"Frankia sp. EuI1c"	"DOE Joint Genome Institute (JGI)"	649633045	"Frankia sp. EuI1c"	298654	37913	202764	"EuI1c"	""	""	NA	8815781	7262	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Frankiaceae"	"Frankia"
649633057	"Bacteria"	"Finished"	"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)"	"Intrasporangium calvum 7KIP, DSM 43043"	"DOE Joint Genome Institute (JGI)"	649633057	"Intrasporangium calvum"	710696	43527	98065	"7KIP, DSM 43043"	"Environmental"	"Air"	NA	4024382	3710	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Intrasporangiaceae"	"Intrasporangium"
649633070	"Bacteria"	"Finished"	"PAH degrading bacteria from Epirus, Greece"	"Mycobacterium gilvum Spyr1"	"DOE Joint Genome Institute (JGI)"	649633070	"Mycobacterium gilvum"	278137	28521	16186	"Spyr1"	"Environmental"	"Terrestrial"	NA	5783292	5434	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
649633084	"Bacteria"	"Finished"	"Propionibacterium freudenreichii shermanii CIRM-BIA1"	"Propionibacterium freudenreichii shermanii CIRM-BIA1"	"CEA Genoscope"	649633084	"Propionibacterium freudenreichii"	380773	46291	0	"CIRM-BIA1"	""	""	NA	2616384	2426	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Propionibacteriaceae"	"Propionibacterium"
649633089	"Bacteria"	"Finished"	"Rhodococcus equi 103S"	"Rhodococcus equi 103S"	"Wellcome Trust Sanger Institute"	649633089	"Rhodococcus equi"	685727	41335	0	"103S"	""	""	NA	5043170	4570	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Nocardiaceae"	"Rhodococcus"
649633093	"Bacteria"	"Finished"	"Human Microbiome Project (HMP) Reference Genomes"	"Rothia dentocariosa ATCC 17931"	"Baylor College of Medicine"	649633093	"Rothia dentocariosa"	762948	48447	0	"ATCC 17931"	"Host-associated"	"Human"	NA	2506025	2281	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micrococcaceae"	"Rothia"
649989904	"Bacteria"	"Permanent Draft"	"Human Microbiome Project (HMP) Reference Genomes"	"Actinomyces sp. oral taxon 180 F0310"	"Baylor College of Medicine"	649989904	"Actinomyces sp. oral taxon 180"	888052	53011	0	"F0310"	"Host-associated"	"Human"	NA	2348120	2124	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"
649989929	"Bacteria"	"Permanent Draft"	"Dietzia cinnamea P4"	"Dietzia cinnamea P4"	"Federal University of Rio de Janeiro"	649989929	"Dietzia cinnamea"	910954	59501	0	"P4"	"Environmental"	"Terrestrial"	NA	3555295	3593	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Dietziaceae"	"Dietzia"
